"Title","Age","IMDb","Rotten.Tomatoes","Netflix","Hulu","Prime.Video","Disney."
"El Señor de los Cielos 5","","","24/100",1,0,0,0
"Manhunt: Deadly Games","","","23/100",1,0,0,0
"The Great British Baking Show: Holidays","16+","","23/100",1,0,0,0
"Trailer Park Boys: Out of the Park: USA","","","22/100",1,0,0,0
"Futmalls.com","16+","","22/100",1,0,0,0
"A House of Blocks","18+","","22/100",1,0,0,0
"Paprika","all","","21/100",1,0,0,0
"Fukrey Boyzzz","all","","21/100",1,0,0,0
"Click for Murder","","","21/100",1,0,0,0
"Sexy Central","","","21/100",1,0,0,0
"A Perfect Day for Arsenide","","","21/100",1,0,0,0
"Diamond City","","","20/100",1,0,0,0
"Beyond Stranger Things","","","20/100",1,0,0,0
"Unlucky Ploy","","","20/100",1,0,0,0
"Heart & Soul","","","20/100",1,0,0,0
"Hati Perempuan","","","19/100",1,0,0,0
"Caught on Camera","","","19/100",1,0,0,0
"Don't Be the First One","","","18/100",1,0,0,0
"True: Wonderful Wishes","","","18/100",1,0,0,0
"Two Fathers","","","18/100",1,0,0,0
"Monkart","","","18/100",1,0,0,0
"Westside Story","","","18/100",1,0,0,0
"Laws of Attraction","","","17/100",1,0,0,0
"World At Your Feet","","","17/100",1,0,0,0
"Miniforce","","","17/100",1,0,1,0
"The Truth","","","17/100",1,0,0,0
"Love Naggers","","","16/100",1,0,0,0
"Show Me the Money","","","16/100",1,0,0,0
"Sudden","","","16/100",1,0,0,0
"Hatchimals: Adventures in Hatchtopia","","","16/100",1,0,0,0
"Loo Loo Kids: Johny & Friends Musical Adventure","all","","16/100",1,0,0,0
"Under the Black Moonlight","","","16/100",1,0,0,0
"Running Man (Animated)","7+","","16/100",1,0,0,0
"Sleepless Society: Bedtime Wishes","","","16/100",1,0,0,0
"The Governor","","","14/100",1,0,0,0
"Dance & Sing with True","","","14/100",1,0,0,0
"Sin Ellas No Hay Paraíso","","","14/100",1,0,0,0
"True: Magical Friends","","","14/100",1,0,0,0
"The Princess Weiyoung - 锦绣未央","","","14/100",1,0,0,0
"DreamWorks Spooky Stories Volume 2","","","14/100",1,0,0,0
"The Family Court","","","14/100",1,0,0,0
"Million Yen Women","","","14/100",1,0,0,0
"Argon","","","14/100",1,0,0,0
"The Golden Path","","","13/100",1,0,0,0
"Road to Victory","","","13/100",1,0,0,0
"My Little Baby","","","13/100",1,0,0,0
"Ordinary Heroes","","","13/100",1,0,0,0
"Bal Ganesh","","","13/100",1,0,0,0
"Cinta Si Wedding Planner","","","13/100",1,0,0,0
"Together","","","13/100",1,0,0,0
"Sons of the Caliphate","","","13/100",1,0,0,0
"Paul Hollywood's Big Continental Road Trip","","","13/100",1,0,0,0
"The Confrontation","","","10/100",1,0,0,0
"Dhia Sofea","","","10/100",1,0,0,0
"K-Pop Extreme Survival","","","10/100",1,0,0,0
"Be with Me","","","10/100",1,0,0,0
"Rick and Morty","18+","9.2/10","100/100",0,1,0,0
"Seinfeld","16+","8.8/10","93/100",0,1,0,0
"Vikings","18+","8.5/10","92/100",0,1,1,0
"Fargo","18+","8.9/10","92/100",0,1,0,0
"Brooklyn Nine-Nine","16+","8.4/10","92/100",0,1,0,0
"Lost","16+","8.3/10","91/100",0,1,0,0
"Parks and Recreation","16+","8.6/10","91/100",0,1,0,0
"The Simpsons","7+","8.6/10","91/100",0,1,0,1
"It's Always Sunny in Philadelphia","18+","8.8/10","90/100",0,1,0,0
"Firefly","16+","9.0/10","90/100",0,1,0,0
"My Hero Academia","16+","8.4/10","90/100",0,1,0,0
"How I Met Your Mother","16+","8.3/10","90/100",0,1,1,0
"Modern Family","7+","8.4/10","90/100",0,1,0,0
"The Handmaid's Tale","18+","8.4/10","90/100",0,1,0,0
"Twin Peaks","18+","8.8/10","89/100",0,1,0,0
"Homeland","18+","8.3/10","89/100",0,1,0,0
"Gravity Falls","7+","8.9/10","88/100",0,1,0,1
"Futurama","16+","8.4/10","88/100",0,1,0,0
"Sons of Anarchy","18+","8.5/10","88/100",0,1,0,0
"The X-Files","18+","8.6/10","87/100",0,1,0,0
"Line of Duty","18+","8.7/10","87/100",0,1,1,0
"Justified","18+","8.6/10","87/100",0,1,0,0
"This Is Us","16+","8.7/10","87/100",0,1,1,0
"Freaks and Geeks","16+","8.7/10","87/100",0,1,0,0
"Prison Break","16+","8.3/10","87/100",0,1,1,0
"Scrubs","16+","8.3/10","87/100",0,1,1,0
"What We Do in the Shadows","18+","8.5/10","87/100",0,1,0,0
"Archer","18+","8.6/10","86/100",0,1,0,0
"Killing Eve","16+","8.2/10","86/100",0,1,0,0
"Adventure Time","7+","8.6/10","86/100",0,1,0,0
"24","16+","8.3/10","86/100",0,1,0,0
"The Twilight Zone","7+","9.0/10","86/100",0,1,0,0
"Buffy the Vampire Slayer","16+","8.2/10","86/100",0,1,1,0
"White Collar","7+","8.2/10","85/100",0,1,0,0
"Teen Wolf","16+","7.6/10","85/100",0,1,1,0
"The Shield","18+","8.7/10","85/100",0,1,0,0
"Bob's Burgers","16+","8.1/10","85/100",0,1,0,0
"30 Rock","16+","8.2/10","84/100",0,1,1,0
"Legion","18+","8.2/10","84/100",0,1,0,0
"Atlanta","18+","8.6/10","84/100",0,1,0,0
"The Office","16+","8.5/10","84/100",0,1,1,0
"Frasier","7+","8.1/10","83/100",0,1,0,0
"Pretty Little Liars","16+","7.4/10","83/100",0,1,0,0
"Mr Inbetween","18+","8.6/10","83/100",0,1,0,0
"Friday Night Lights","7+","8.6/10","83/100",0,1,1,0
"Taboo","18+","8.4/10","83/100",0,1,0,0
"Pride and Prejudice","all","8.8/10","83/100",0,1,0,0
"Normal People","16+","8.5/10","83/100",0,1,0,0
"Black Sails","18+","8.2/10","83/100",0,1,0,0
"Elementary","16+","7.9/10","83/100",0,1,0,0
"Veronica Mars","16+","8.3/10","83/100",0,1,0,0
"11.22.63","18+","8.2/10","83/100",0,1,0,0
"Nathan For You","16+","8.9/10","82/100",0,1,0,0
"Mr. Bean","all","8.5/10","82/100",0,1,1,0
"Bones","16+","7.8/10","82/100",0,1,1,0
"The Killing","18+","8.2/10","82/100",0,1,0,0
"Naruto Shippūden","7+","8.6/10","82/100",0,1,0,0
"Burn Notice","7+","7.9/10","82/100",0,1,1,0
"Steins;Gate","16+","8.8/10","82/100",0,1,0,0
"Cosmos","all","9.3/10","82/100",0,1,1,1
"Family Guy","16+","8.1/10","82/100",0,1,0,0
"Cheers","7+","7.9/10","82/100",0,1,1,0
"DAVE","18+","8.3/10","82/100",0,1,0,0
"Misfits","18+","8.2/10","81/100",0,1,0,0
"Peep Show","18+","8.6/10","81/100",0,1,1,0
"Criminal Minds","16+","8.0/10","81/100",0,1,0,0
"Superstore","16+","7.8/10","81/100",0,1,0,0
"Lie to Me","16+","8.0/10","81/100",0,1,0,0
"The Orville","16+","8.0/10","80/100",0,1,0,0
"Preacher","18+","8.0/10","80/100",0,1,1,0
"12 Monkeys","16+","7.7/10","80/100",0,1,0,0
"Dirk Gently's Holistic Detective Agency","16+","8.3/10","80/100",0,1,0,0
"Smallville","7+","7.5/10","80/100",0,1,0,0
"RuPaul's Drag Race","16+","8.4/10","80/100",0,1,0,0
"Fear the Walking Dead","18+","6.9/10","80/100",0,1,0,0
"Love, Victor","16+","8.1/10","80/100",0,1,0,0
"Cowboy Bebop","16+","8.9/10","80/100",0,1,0,0
"Blue Bloods","16+","7.6/10","80/100",0,1,0,0
"Inside No. 9","18+","8.5/10","80/100",0,1,0,0
"Parenthood","7+","8.2/10","79/100",0,1,0,0
"Desperate Housewives","7+","7.5/10","79/100",0,1,0,0
"Broad City","18+","8.4/10","79/100",0,1,0,0
"Boston Legal","16+","8.4/10","79/100",0,1,0,0
"Revenge","18+","7.8/10","79/100",0,1,0,0
"Samurai Champloo","18+","8.5/10","79/100",0,1,0,0
"Workaholics","16+","8.1/10","79/100",0,1,1,0
"The Act","18+","8.0/10","79/100",0,1,0,0
"The Fosters","16+","7.9/10","79/100",0,1,1,0
"Younger","16+","7.8/10","79/100",0,1,0,0
"The Good Doctor","16+","8.1/10","79/100",0,1,0,0
"Terminator: The Sarah Connor Chronicles","7+","7.7/10","79/100",0,1,0,0
"Angel","7+","7.9/10","79/100",0,1,1,0
"09-01-2001","16+","7.8/10","79/100",0,1,0,0
"Snowfall","18+","8.2/10","78/100",0,1,0,0
"The Venture Bros.","18+","8.5/10","78/100",0,1,0,0
"The Strain","18+","7.3/10","78/100",0,1,0,0
"The Terror","18+","7.9/10","78/100",0,1,1,0
"Zoey's Extraordinary Playlist","16+","8.1/10","78/100",0,1,0,0
"The League","18+","8.2/10","78/100",0,1,0,0
"Key & Peele","18+","8.3/10","78/100",0,1,0,0
"Malcolm in the Middle","7+","8.0/10","78/100",0,1,0,0
"Dollhouse","16+","7.7/10","78/100",0,1,0,0
"This Way Up","","7.8/10","78/100",0,1,0,0
"The Great","18+","8.1/10","78/100",0,1,0,0
"My Name Is Earl","16+","7.7/10","78/100",0,1,0,0
"Scandal","16+","7.7/10","78/100",0,1,0,0
"Motherland: Fort Salem","16+","7.2/10","78/100",0,1,0,0
"Awkward.","16+","7.5/10","78/100",0,1,0,0
"Raising Hope","16+","8.0/10","78/100",0,1,0,0
"Law & Order: Special Victims Unit","16+","8.0/10","78/100",0,1,0,0
"Castle Rock","18+","7.6/10","77/100",0,1,0,0
"The Last Ship","16+","7.5/10","77/100",0,1,0,0
"Cruel Summer","16+","7.5/10","77/100",0,1,1,0
"Chicago Fire","16+","8.0/10","77/100",0,1,0,0
"Better Off Ted","7+","8.2/10","77/100",0,1,0,0
"Prodigal Son","16+","7.7/10","77/100",0,1,0,0
"Timeless","7+","7.7/10","77/100",0,1,0,0
"Devs","18+","7.7/10","77/100",0,1,0,0
"You're the Worst","18+","8.1/10","77/100",0,1,0,0
"Elfen Lied","18+","8.0/10","77/100",0,1,1,0
"Please Like Me","18+","8.5/10","77/100",0,1,0,0
"Lethal Weapon","16+","7.9/10","77/100",0,1,0,0
"The Last Man on Earth","16+","7.3/10","77/100",0,1,0,0
"TRIGUN","16+","8.3/10","77/100",0,1,0,0
"My So-Called Life","16+","8.3/10","76/100",0,1,0,0
"Little Fires Everywhere","18+","7.7/10","76/100",0,1,0,0
"The Librarians","16+","7.3/10","76/100",0,1,0,0
"In the Flesh","18+","8.0/10","76/100",0,1,0,0
"The Exorcist","16+","8.0/10","76/100",0,1,0,0
"American Dad!","16+","7.3/10","76/100",0,1,0,0
"Ramy","18+","8.1/10","76/100",0,1,0,0
"Chicago P.D.","16+","8.1/10","76/100",0,1,0,0
"Stargate Atlantis","7+","8.1/10","76/100",0,1,1,0
"Marvel's Runaways","16+","7.0/10","76/100",0,1,0,1
"Rescue Me","18+","8.3/10","76/100",0,1,0,0
"Shadowhunters","16+","6.6/10","76/100",0,1,0,0
"Everybody Hates Chris","7+","7.4/10","76/100",0,1,0,0
"Stargate Universe","16+","7.6/10","76/100",0,1,0,0
"PEN15","18+","8.0/10","76/100",0,1,0,0
"My Mad Fat Diary","16+","8.4/10","76/100",0,1,0,0
"RuPaul's Drag Race All Stars","16+","8.5/10","76/100",0,1,0,0
"The Gifted","16+","7.3/10","75/100",0,1,0,0
"Future Man","18+","7.7/10","75/100",0,1,0,0
"Prime Suspect","18+","8.4/10","75/100",0,1,0,0
"Better Things","18+","7.8/10","75/100",0,1,0,0
"Sleepy Hollow","16+","7.4/10","75/100",0,1,0,0
"Regular Show","7+","8.4/10","75/100",0,1,0,0
"M*A*S*H","7+","8.4/10","75/100",0,1,0,0
"Top of the Lake","18+","7.5/10","75/100",0,1,0,0
"Switched at Birth","16+","7.7/10","75/100",0,1,0,0
"Wayward Pines","16+","7.4/10","75/100",0,1,0,0
"Saturday Night Live","16+","8.0/10","75/100",0,1,0,0
"Staged","","8.6/10","75/100",0,1,0,0
"Dragon Ball Super","7+","8.4/10","75/100",0,1,0,0
"Fresh Off the Boat","7+","7.8/10","75/100",0,1,0,0
"The Mighty Boosh","16+","8.3/10","75/100",0,1,0,0
"Cardinal","18+","7.7/10","74/100",0,1,0,0
"Absolutely Fabulous","16+","8.1/10","74/100",0,1,0,0
"Letterkenny","18+","8.6/10","74/100",0,1,0,0
"Scream Queens","16+","7.1/10","74/100",0,1,0,0
"Wilfred","18+","7.8/10","74/100",0,1,0,0
"Deutschland","18+","8.1/10","74/100",0,1,0,0
"Empire","16+","7.4/10","74/100",0,1,0,0
"Brockmire","18+","8.0/10","74/100",0,1,0,0
"The Unit","16+","8.1/10","74/100",0,1,0,0
"Genius","16+","8.3/10","74/100",1,1,1,1
"Mayans M.C.","18+","7.6/10","74/100",0,1,0,0
"black-ish","16+","7.1/10","74/100",0,1,0,0
"CSI: Crime Scene Investigation","16+","7.6/10","74/100",0,1,0,0
"Tokyo Ghoul","16+","7.8/10","74/100",0,1,0,0
"MythBusters","7+","8.3/10","74/100",0,1,0,0
"Don't Trust the B---- in Apartment 23","16+","7.3/10","74/100",0,1,0,0
"Sailor Moon","16+","7.8/10","74/100",0,1,0,0
"One Tree Hill","16+","7.7/10","74/100",0,1,0,0
"Nip/Tuck","18+","7.6/10","74/100",0,1,0,0
"Looking for Alaska","18+","8.1/10","74/100",0,1,0,0
"New Amsterdam","16+","8.1/10","74/100",0,1,0,0
"The Golden Girls","7+","8.0/10","74/100",0,1,0,0
"Cougar Town","7+","7.0/10","73/100",0,1,1,0
"The Purge","18+","6.5/10","73/100",0,1,0,0
"Catch-22","18+","7.8/10","73/100",0,1,1,0
"The Rookie","16+","8.0/10","73/100",0,1,0,1
"Married... with Children","7+","8.0/10","73/100",0,1,0,0
"The Looming Tower","18+","8.0/10","73/100",0,1,0,0
"Blindspot","16+","7.4/10","73/100",0,1,0,0
"Steven Universe","7+","8.2/10","73/100",0,1,0,0
"Nashville","7+","7.7/10","73/100",0,1,0,0
"Salem","18+","7.2/10","73/100",0,1,0,0
"The Mindy Project","7+","7.4/10","73/100",0,1,0,0
"Mrs. America","18+","7.9/10","73/100",0,1,0,0
"The Middle","7+","7.6/10","73/100",0,1,0,0
"Roseanne","7+","7.0/10","73/100",0,1,1,0
"Black Clover","16+","8.3/10","73/100",0,1,0,0
"Witches of East End","16+","7.6/10","73/100",0,1,0,0
"Whitechapel","7+","7.9/10","73/100",0,1,0,0
"Stumptown","16+","7.5/10","73/100",0,1,0,0
"I Love Lucy","all","8.4/10","72/100",0,1,0,0
"Harlots","18+","7.7/10","72/100",0,1,0,0
"UnREAL","16+","7.8/10","72/100",0,1,0,0
"The Wonder Years","7+","8.3/10","72/100",0,1,0,0
"Graceland","16+","7.7/10","72/100",0,1,0,0
"Anthony Bourdain: No Reservations","7+","8.5/10","72/100",0,1,0,0
"Ugly Betty","7+","6.5/10","72/100",0,1,0,0
"Marvel's Cloak & Dagger","16+","6.7/10","72/100",0,1,0,0
"The Bold Type","16+","7.9/10","72/100",0,1,0,0
"The Resident","16+","7.7/10","72/100",0,1,1,0
"Dragon Ball","16+","8.5/10","72/100",0,1,0,0
"The Goldbergs","7+","8.1/10","72/100",0,1,0,0
"Terriers","18+","8.4/10","72/100",0,1,0,0
"American Horror Stories","18+","6.5/10","72/100",0,1,0,0
"ER","16+","7.7/10","72/100",0,1,0,0
"Fairy Tail","16+","8.0/10","72/100",0,1,0,0
"Bunheads","16+","7.6/10","72/100",0,1,0,0
"High Fidelity","18+","7.7/10","72/100",0,1,0,0
"Horace and Pete","18+","8.5/10","72/100",0,1,0,0
"The Amazing World of Gumball","7+","8.2/10","71/100",0,1,0,0
"Blackadder","7+","8.0/10","71/100",0,1,1,0
"Hell's Kitchen","16+","7.1/10","71/100",0,1,1,0
"Robot Chicken","18+","7.7/10","71/100",0,1,0,0
"People of Earth","18+","7.7/10","71/100",0,1,0,0
"Boruto: Naruto Next Generations","16+","7.0/10","71/100",0,1,0,0
"The Musketeers","16+","7.8/10","71/100",0,1,0,0
"Sesame Street","all","8.1/10","71/100",0,1,1,0
"Shrill","18+","7.4/10","71/100",0,1,0,0
"LEGO Masters","7+","7.4/10","71/100",0,1,0,0
"Good Behavior","18+","8.1/10","71/100",0,1,0,0
"Murdoch Mysteries","7+","8.1/10","71/100",0,1,0,0
"Full House","all","6.7/10","71/100",0,1,0,0
"Mom","16+","7.2/10","71/100",1,1,0,0
"Will & Grace","16+","7.2/10","71/100",0,1,0,0
"King of the Hill","7+","7.3/10","71/100",0,1,0,0
"Doc Martin","7+","8.3/10","71/100",0,1,0,0
"Impractical Jokers","16+","8.6/10","71/100",0,1,0,0
"Debris","16+","6.5/10","71/100",0,1,0,0
"Solar Opposites","18+","8.0/10","70/100",0,1,0,0
"Trust","18+","7.6/10","70/100",0,1,0,0
"SIX","18+","7.3/10","70/100",0,1,0,0
"Last Man Standing","7+","7.5/10","70/100",0,1,0,0
"Body of Proof","16+","7.1/10","70/100",0,1,0,0
"The Hitchhiker's Guide to the Galaxy","7+","8.0/10","70/100",0,1,1,0
"Afro Samurai","18+","7.7/10","70/100",0,1,0,0
"S.W.A.T.","16+","7.0/10","70/100",0,1,0,0
"A Million Little Things","16+","7.9/10","70/100",0,1,0,0
"For Life","16+","7.6/10","70/100",0,1,0,0
"Battlestar Galactica","7+","7.2/10","70/100",0,1,0,0
"Alfred Hitchcock Presents","16+","8.5/10","70/100",0,1,0,0
"Flashpoint","16+","7.7/10","70/100",0,1,1,0
"The Detour","18+","7.7/10","70/100",0,1,0,0
"Greek","16+","7.5/10","70/100",0,1,0,0
"Casual","18+","7.5/10","70/100",0,1,0,0
"Mary Kills People","18+","7.5/10","70/100",0,1,0,0
"Mushi-Shi","16+","8.5/10","70/100",0,1,1,0
"Baskets","18+","7.6/10","70/100",0,1,0,0
"Touch","16+","7.3/10","70/100",0,1,1,0
"Rurouni Kenshin","16+","8.5/10","70/100",0,1,1,0
"Big Sky","16+","6.7/10","70/100",0,1,1,0
"The Wrong Mans","18+","7.8/10","70/100",0,1,0,0
"Chance","18+","7.7/10","69/100",0,1,0,0
"The Split","18+","7.7/10","69/100",0,1,0,0
"Make It or Break It","16+","7.5/10","69/100",0,1,0,0
"Das Boot","18+","7.4/10","69/100",0,1,0,0
"Legit","18+","8.2/10","69/100",0,1,0,0
"Breeders","18+","7.4/10","69/100",0,1,0,0
"Queen Sugar","16+","7.6/10","69/100",0,1,0,0
"Drake & Josh","all","7.7/10","69/100",0,1,0,0
"MasterChef","16+","7.3/10","69/100",0,1,0,0
"Young Rock","16+","7.1/10","69/100",0,1,0,0
"The Eric Andre Show","18+","8.6/10","69/100",0,1,0,0
"Animaniacs","all","7.9/10","69/100",0,1,0,0
"Man Seeking Woman","18+","7.8/10","69/100",0,1,0,0
"Pretty Little Liars: The Perfectionists","16+","7.0/10","69/100",0,1,0,0
"Yu Yu Hakusho","16+","8.4/10","69/100",0,1,0,0
"Brassic","","8.3/10","69/100",0,1,0,0
"Lodge 49","16+","7.7/10","69/100",0,1,0,0
"I Am the Night","18+","7.0/10","69/100",0,1,0,0
"Hey Arnold!","all","7.6/10","69/100",0,1,0,0
"NOS4A2","16+","6.7/10","69/100",0,1,0,0
"The Glades","16+","7.4/10","69/100",0,1,0,0
"The Bridge","18+","7.6/10","69/100",1,1,0,0
"Underground","18+","7.8/10","69/100",0,1,1,0
"A Teacher","18+","6.9/10","69/100",0,1,0,0
"Danny Phantom","7+","7.1/10","69/100",0,1,0,0
"Sliders","7+","7.4/10","69/100",0,1,0,0
"30 for 30","7+","8.8/10","69/100",0,1,0,0
"Life in Pieces","16+","8.0/10","69/100",0,1,1,0
"The Amazing Race","7+","7.6/10","68/100",0,1,1,0
"Pitch","16+","7.4/10","68/100",0,1,0,0
"Numb3rs","7+","6.9/10","68/100",0,1,0,0
"Roswell","16+","7.5/10","68/100",0,1,0,0
"Tyrant","18+","7.8/10","68/100",0,1,0,0
"Legends","16+","7.5/10","68/100",0,1,0,0
"Angie Tribeca","16+","7.0/10","68/100",0,1,0,0
"FLCL","18+","8.2/10","68/100",0,1,0,0
"Rugrats","all","7.4/10","68/100",0,1,0,0
"Fosse/Verdon","18+","7.9/10","68/100",0,1,0,0
"Assassination Classroom","16+","8.0/10","68/100",0,1,0,0
"Top Chef","16+","7.6/10","68/100",0,1,0,0
"Ghost Whisperer","7+","6.4/10","68/100",0,1,1,0
"Darker than Black","16+","7.7/10","68/100",0,1,1,0
"Kaguya-sama: Love is War","16+","8.4/10","68/100",0,1,0,0
"Ally McBeal","16+","6.8/10","68/100",0,1,0,0
"Everything's Gonna Be Okay","16+","7.3/10","68/100",0,1,0,0
"Psycho-Pass","18+","8.2/10","68/100",0,1,1,0
"The Powerpuff Girls","7+","7.3/10","68/100",0,1,0,0
"Beverly Hills, 90210","16+","6.4/10","68/100",0,1,0,0
"McCartney 3,2,1","","9.0/10","68/100",0,1,0,0
"Friday Night Dinner","18+","8.1/10","68/100",0,1,0,0
"Wu-Tang: An American Saga","18+","8.2/10","68/100",0,1,0,0
"Hellsing Ultimate","18+","8.3/10","68/100",0,1,0,0
"Claws","18+","7.4/10","68/100",0,1,0,0
"Marvel's M.O.D.O.K.","18+","6.3/10","68/100",0,1,0,0
"Shark Tank","7+","7.6/10","68/100",0,1,0,0
"Ghost Adventures","13+","7.5/10","67/100",0,1,0,0
"Miranda","7+","8.2/10","67/100",0,1,0,0
"Making It","7+","7.9/10","67/100",0,1,0,0
"The Son","16+","7.5/10","67/100",1,1,0,0
"10 Things I Hate About You","16+","7.3/10","67/100",0,1,0,1
"Good Trouble","16+","7.5/10","67/100",0,1,0,0
"Ben 10","7+","7.3/10","67/100",0,1,0,0
"The Mick","16+","7.8/10","67/100",0,1,0,0
"WWE Raw","7+","7.8/10","67/100",0,1,0,0
"Party of Five","7+","6.8/10","67/100",0,1,0,0
"Overlord","18+","7.8/10","67/100",0,1,0,0
"The Path","18+","7.3/10","67/100",0,1,0,0
"Descendants of the Sun","16+","8.3/10","67/100",0,1,1,0
"Single Parents","7+","7.1/10","67/100",0,1,0,0
"Deadliest Catch","16+","7.8/10","67/100",0,1,0,0
"Gangland Undercover","16+","8.2/10","67/100",0,1,0,0
"ThunderCats","7+","7.9/10","67/100",0,1,0,0
"Shiki","18+","7.7/10","67/100",0,1,0,0
"Rascal Does Not Dream of Bunny Girl Senpai","16+","8.2/10","67/100",0,1,0,0
"Jane Eyre","7+","8.3/10","67/100",0,1,1,0
"Kitchen Nightmares","16+","7.5/10","67/100",0,1,0,0
"Devious Maids","7+","7.8/10","67/100",0,1,0,0
"My Wife and Kids","7+","6.8/10","67/100",0,1,0,0
"Star vs. the Forces of Evil","7+","8.0/10","67/100",0,1,0,1
"Dark Side of the Ring","16+","8.8/10","67/100",0,1,0,0
"High School DxD","18+","7.6/10","67/100",0,1,0,0
"Transplant","16+","7.9/10","67/100",0,1,0,0
"Apple Tree Yard","16+","7.2/10","67/100",0,1,0,0
"9-1-1: Lone Star","16+","6.8/10","67/100",0,1,0,0
"Fruits Basket","7+","8.6/10","66/100",0,1,0,0
"Siren","7+","7.0/10","66/100",0,1,0,0
"Holey Moley","7+","6.9/10","66/100",0,1,0,0
"Diabolik Lovers","16+","5.2/10","66/100",0,1,0,0
"Dates","","7.5/10","66/100",0,1,0,0
"Baby Daddy","16+","7.4/10","66/100",0,1,0,0
"Digimon Adventure","7+","7.3/10","66/100",0,1,0,0
"The Long Road Home","18+","7.5/10","66/100",0,1,0,0
"Black Lagoon","18+","8.0/10","66/100",0,1,0,0
"Taken","18+","6.6/10","66/100",0,1,0,0
"Harrow","","7.6/10","66/100",0,1,0,0
"Walker","16+","5.9/10","66/100",0,1,0,0
"Catfish: The TV Show","16+","7.1/10","66/100",0,1,0,0
"Treadstone","18+","7.0/10","66/100",0,1,0,0
"The Incredible Hulk","7+","7.0/10","66/100",0,1,0,1
"Sabrina, the Teenage Witch","all","6.7/10","66/100",0,1,0,0
"X-Men: Evolution","7+","7.8/10","66/100",0,1,0,1
"Death Parade","18+","7.9/10","66/100",0,1,0,0
"NEXT","16+","6.7/10","66/100",0,1,1,0
"The Pink Panther","all","7.6/10","66/100",0,1,1,0
"Golden Time","16+","7.6/10","66/100",0,1,0,0
"Dollface","18+","7.4/10","66/100",0,1,0,0
"Taxi","7+","7.7/10","66/100",0,1,0,0
"Being Mary Jane","16+","7.5/10","66/100",0,1,0,0
"Drunk History","16+","7.8/10","65/100",0,1,0,0
"Twisted","16+","7.3/10","65/100",0,1,0,0
"Brothers and Sisters","16+","7.3/10","65/100",0,1,0,0
"Breakout Kings","16+","7.3/10","65/100",0,1,0,0
"Scott & Bailey","7+","8.0/10","65/100",0,1,0,0
"Little Britain","18+","7.6/10","65/100",0,1,0,0
"Law & Order: Organized Crime","16+","7.6/10","65/100",0,1,0,0
"Pinky and the Brain","7+","7.8/10","65/100",0,1,0,0
"Ergo Proxy","18+","8.0/10","65/100",0,1,0,0
"Noragami","16+","7.9/10","65/100",0,1,0,0
"Primeval","16+","7.3/10","65/100",0,1,0,0
"Face Off","7+","8.2/10","65/100",0,1,0,0
"Love Island","18+","5.2/10","65/100",0,1,0,0
"Highlander: The Series","16+","7.2/10","65/100",0,1,0,0
"Prison School","18+","7.6/10","65/100",0,1,0,0
"Good Luck Charlie","all","7.0/10","65/100",0,1,0,1
"Medium","16+","7.0/10","65/100",0,1,0,0
"Fire Force","16+","7.7/10","65/100",0,1,0,0
"Second Chance","16+","7.5/10","65/100",0,1,0,0
"American Housewife","7+","7.4/10","65/100",0,1,0,0
"The First","18+","6.7/10","65/100",0,1,0,0
"Reprisal","18+","7.5/10","65/100",0,1,0,0
"Mushoku Tensei: Jobless Reincarnation","16+","8.3/10","64/100",0,1,0,0
"The Kids Are Alright","7+","7.9/10","64/100",0,1,0,0
"Remington Steele","7+","7.2/10","64/100",0,1,0,0
"Saved by the Bell","all","7.0/10","64/100",0,1,0,0
"The Fades","18+","7.7/10","64/100",0,1,0,0
"My Teen Romantic Comedy SNAFU","16+","7.9/10","64/100",0,1,0,0
"Station 19","16+","6.7/10","64/100",0,1,0,0
"New Tricks","7+","7.8/10","64/100",0,1,0,0
"The Mary Tyler Moore Show","7+","8.1/10","64/100",0,1,0,0
"Hill Street Blues","16+","8.1/10","64/100",0,1,0,0
"Monster Musume: Everyday Life with Monster Girls","18+","6.7/10","64/100",0,1,0,0
"The Conners","7+","5.3/10","64/100",0,1,0,0
"NYPD Blue","16+","7.6/10","64/100",0,1,1,0
"CSI: Miami","16+","6.4/10","64/100",0,1,0,0
"Metalocalypse","18+","8.2/10","64/100",0,1,0,0
"America's Got Talent","7+","5.8/10","64/100",0,1,0,0
